id,account_type,gender,age,region_code,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,emi_active,cc_cons
37660,current,M,33,683,106239,16936,4848,2903.24,55554,3148,10,12,1,2,1,14,119000,,,,,,47000,,,235253.67,244470,23,16,63887,176336.18,175410,5,16,85000,109983.25,98722.62,7,32,62512,,0,2708
36464,current,M,34,233,69969.15,5593,24523.79,20513,16256.5,,17,13,32,2,4,4,600000,,,,,,50000,,,426481.02,601707,29,2,396900,454208.01,289782,4,25,204750,255913.88,216849,6,34,204750,,0,29787
28480,current,M,32,457,3716.89,,1270.94,,2734.415,,2,1,4,,,,100000,,,,,,,,,56163.75,66605,9,4,58558,15668.38,18736,2,3,15147,11067.09,19562,3,3,15147,,0,5580
10363,current,M,41,683,1865,1797,1289,1709,730,352,,1,3,2,7,1,150000,,,,,,,,,149889.02,89563,36,3,85757,124105.25,105484,7,27,93624,80258.75,89123,4,14,85859,,3481.38,504
42234,current,M,28,524,6781.94,7268.81,4912.4,7437,5906.67,4233,3,12,5,18,15,19,31000,,,,,,,,,35905.05,19271.87,40,5,19005,41708.55,51982.67,13,35,33037,39055.26,26200.13,9,35,25820,,0,166
14339,current,M,29,505,9061,3825.75,1125,8423,16105,201,,1,3,6,9,10,75000,,,,,,,,,38499.75,45571,19,2,41483,42743.75,42944.75,5,22,36705,39070.54,51479.75,6,18,39232,,0,1197
42387,current,M,33,534,2754.5,,678,,935,2095,7,1,3,,,13,41000,,,,,,,,,60244.17,60264.92,7,4,34967.57,44298.75,44420.75,3,3,34385.31,68932.83,69115.04,9,21,37523.25,,2258.06,1013
8847,current,M,32,539,1078.29,,30201.5,,16154.895,,1,6,15,,,1,37000,,,,,,,,,28156.79,18806,7,1,18704,50351.52,80750,5,14,25000,82841.34,37199,6,23,18393,,2186.05,2084
7475,current,M,124,233,18086,,20209.92,882,19392.96,,2,23,23,,1,1,600000,,,,,138129.4,,,,17357.75,15260,4,2,15000,55012.29,72587.54,4,13,36044.54,33037.64,47771.38,5,15,30439.38,,0.02,1500
24351,current,M,36,523,1586,,1754.5,,1162,,4,6,8,,,,50000,,,,,,,618,,48790.77,27559,11,2,14640,13493.17,19177.71,2,5,12195,9057.58,17234,2,2,16911,,5973.11,1142
18249,current,M,31,683,12221,14953,31149,28272.77,38276,9147.88,2,3,1,6,16,15,84000,,,,,,,,,67180.27,51601,26,6,41368,64212.05,53751.5,15,37,41413,51824.09,67393,9,39,49195,,0,5821
683,current,M,41,264,11711.87,457,6592.97,5490.16,576,1809,11,6,12,1,4,2,35000,,,,,,,,,13425.65,13650.68,8,3,8500,17633.03,17742,3,9,14100,50650.83,50244.5,14,18,22000,,0,145
42149,current,F,37,233,4343,,146907.88,,75802.94,,1,4,2,,,,262000,,,,,,25000,,,93591.79,45427,16,3,42885,35938.3,62703,1,6,62490,55227.06,58169.25,5,11,45619,,7463.44,84336
24104,saving,M,34,263,19356.46,310,22705.49,,653,,16,17,30,2,,1,77000,,,,,,,,,1077.75,3142.81,4,2,2845.34,15249.75,13813.34,2,3,13667,18753.27,20367,2,4,20000,,0,1103
31602,saving,M,39,683,13206.43,2870.15,8342.7,3462,11252.565,857,4,4,2,10,7,27,125000,1,,,,,,25639,,23761.64,43145.14,22,5,38695,40790.6,45194.5,4,22,38695,100272.49,72703.26,9,48,36395,,3798.73,11506
13877,current,M,29,683,2277,1726,2938,4079,2437,5512.02,1,1,1,8,19,28,75000,,,,,,,,,42999.25,43594,37,3,34210,33327.27,84491,2,53,50000,59657.07,41574.57,5,65,34200,,0,4905
2365,current,M,29,723,36056.97,,42489.78,12535,4351,6129,23,23,13,,2,4,45000,,,,,,,,,53514,53251,25,9,25667,123296.75,243544,8,23,195991,160547,42788,7,47,25667,,3273.95,16025
27675,current,F,61,245,2256,13141.3,4287,35084.3,5304,15813.3,1,,6,8,28,30,300000,,,,,,,,,186975.01,193509.96,40,11,67500,258051.76,258706.7,15,61,113770,160609.3,137725,7,54,67500,,3786.22,19566
4169,current,M,30,683,10128,1951.94,21692,3523.68,16121,,2,2,,7,8,5,35000,,,,,,,,,40516.7,49461,21,3,19041,51826.71,85003.63,5,25,52000,74854.25,31515.5,6,11,21495,,0,902
27167,current,M,40,683,48342.41,,15081.2,,6813,,31,19,21,,,,313000,,,1,,,,,,171.25,,1,0,,9395.34,15063,1,2,15000,66981.03,60462,3,4,40000,,16961.69,9695
11306,current,F,31,245,4405.57,2684,9072.85,4357.5,1290.52,2134,17,17,10,3,7,12,30000,,,,,,,,,76309.37,80682.87,22,10,41114,270929.13,266669,8,26,116000,51995.87,58134.73,13,20,25107.75,,0,1836
14995,current,F,27,534,3370,3909.4,2218,784,2994.5,2185,4,5,4,4,9,19,48000,,,,,,,,,43023.4,36648.15,16,3,35710.15,9264,26587.66,2,13,25738.66,39635.71,28927,4,28,28006,,0,663
23926,current,M,28,534,1934.94,,640.34,654,1971.14,,2,1,2,,1,6,32000,,,,,,,,,24114.6,33758,9,4,30695,26484.76,13392.17,4,6,13069,14763.08,19275.52,8,18,12739,,0,2770
43813,current,M,36,823,822.4,3717,685.5,2725,1203.95,4141.3,2,1,2,6,4,13,75000,1,,1,,,,,,57394.75,75375,16,3,34753,28271.5,29725,3,12,23523,83775.7,76565,4,23,67931,,3743.28,6531
3408,current,M,29,523,27327.7,,24493.62,,8823.75,,14,33,41,,,,230000,,,,,,,,,268183.02,262255,9,4,230000,7166,6287,1,2,6015,23676.53,30358,3,5,25000,,0,23354
41912,current,M,43,245,59348.76,,37309.89,,11219.1,,34,47,49,,,,260000,,,1,1,,,,,72.25,,1,0,,,,,,,,117,1,0,3,,860.57,10427
8802,saving,M,42,428,13546.7,2405.9,10207.12,2491,1668,3506,15,14,8,1,2,6,150000,,,,,,,,,112927.59,142338,18,6,76824,98299.79,109946.54,7,20,58884,73368.67,90090.75,10,25,58628,,5559.2,1149
44229,current,M,36,373,1626,,4107,397,2910,,5,6,5,,1,1,160000,,,,,,,,,17063.23,20285,3,1,20232,22591.75,20521,1,4,20232,11411.63,21017,3,6,20232,,0,682
30742,saving,M,29,233,6630,,5942,,8737,,7,6,4,,,,75000,,,,,,,,,17293,17694,7,3,10000,57281.39,71160,4,13,37000,45297.58,51243,4,9,35000,,3079.69,2987
905,current,M,27,723,18607.86,,11254.85,1243,15400.355,3313,27,26,,,2,14,72000,,,,,,,,,23999,35446,20,4,24213,25571.75,28031,3,8,24213,30750.5,38143,3,23,37130,,0,1267
20406,current,M,39,723,12963.67,1741,10060,,11098,,23,23,24,4,,1,67000,,,,,,,,,85621.2,96793,31,9,28000,40751,29968,4,9,13200,41982,43573.75,9,6,25000,,0,12028
41520,current,M,33,245,16835.54,,10108.7,,733.28,570,11,10,18,,,3,78000,,,,,,,,,19052.25,56214.33,4,1,56196.33,30118,15466.89,1,3,15356.89,10527.02,16956.85,3,8,16415.02,,2496.2,5431
8627,saving,M,35,823,1223,,1279,,1811,,5,5,1,,,,100000,1,,1,,,,,,614919.63,866647,28,36,91000,344580.76,92860,6,31,50000,26862,27258,6,5,20000,,10284.97,22206
5817,current,F,30,523,6526.48,857.41,2471.75,3400.14,3703.52,933.14,6,4,10,2,5,7,60000,,,,,,,,,19959.89,24333,24,1,24163,14286.84,31308,2,12,24163,78647.1,68099,6,21,24151,,0,2837
17980,saving,M,31,628,2291.92,312,2905.58,,778,,6,15,10,1,,,84000,,,,,,50001,15000,,420226.92,420375,17,9,200005,115991.57,116344,7,11,100001,10416.38,10224,5,5,9500,,16062.78,2137
2765,saving,M,33,247,9333.54,906.9,8187.63,678,779.48,,11,7,7,9,5,8,100000,,,,,,,,,46667.64,34319,26,5,22983,64890.33,118005.81,5,14,81000,44065.3,38594.25,16,26,22983,,4018.87,7126
16985,saving,M,41,645,3057.81,,5942.95,,825,,3,6,15,,,,75000,,,,,,,,,,,,,,,,,,,,,,,,,6500.86,2556
780,current,M,38,793,28842.74,,27275.31,2777,32911.9,,46,57,55,,2,1,125000,,,,,,650000,,,116460.31,117131.29,11,5,88583.29,61351.49,71491.26,1,11,71266.26,96804.84,85450.62,4,11,71906.62,,2392.6,3413
40414,current,F,38,723,7082.8,682,5627.28,2892.74,7857,1988,7,10,7,1,3,10,30000,,,,,,,,,34128.25,20242,15,2,17201,131521.23,176401,4,25,141200,75509.77,40965.03,10,28,17001,,0,4305
27496,current,M,37,523,17578.86,763,8204,717,7357,1715,48,40,40,2,3,11,105000,,,,,,,,,38436.01,35853,19,5,24437,107509.62,124871.73,4,17,100000,59108.33,44552.75,5,29,23950,,2107.29,9020
11984,current,M,64,505,13984.01,,8188.7,,4835,,5,5,5,,,,84000,,,,1,,,,,27804.64,27768.64,4,3,22215.5,30728.42,30653.42,3,3,28528.59,,,,,,,13169.29,1979
40388,saving,M,37,891,10119.18,1920.16,12732.5,1235,672,,6,14,6,2,1,1,40000,,,,,,,,,103797.84,116768,57,6,88890,23143,1360,3,28,1000,38205,38261,6,14,17600,,708.35,3389
6977,current,M,33,656,1839,2339,10726,1532,6359,,2,3,1,1,1,,40000,,,,,,,,,22653.76,23755.49,15,2,22902,23733.83,23827,2,15,22902,16471.65,35914,5,11,22900,,875.57,895
35369,saving,F,34,266,4172,5141,3283,12133,589,2653.2,1,7,3,25,31,33,50000,,,,,,,,,11392.13,,32,0,,20832,12873,1,41,12700,36878.43,55076,5,42,20000,,0,1273
35048,current,M,32,683,3564.31,,4489.57,,3875,,9,10,5,,,,51000,,,,,,,,,81.25,,1,0,,,,,,,,213,1,0,194,,0,3604
12934,saving,M,32,523,705.31,1109,2757.59,975.83,3970,399,1,5,7,2,4,1,100000,,,,,,,,,5234,24518,4,1,24260,5073.02,25173.5,3,8,24260,8376,25433,2,5,24260,,0,8641
36819,current,M,30,518,6497,,9024,,2263,,,2,5,,,,75000,1,,1,,,,,,29216.09,65128,14,2,50000,70214.66,60960,2,18,46500,43362.22,16368,3,11,14976,,3905,1445
31820,current,M,36,245,3618.26,19588.12,1371,1316,3750.52,977,,1,4,8,3,3,53000,,,,,,,,,69601.65,67419,25,5,37507,35777,67345,8,11,39688,81570.34,58417,9,33,38348,,476.72,350
22256,current,M,29,254,726.84,525,948.89,792,1192.865,,1,1,2,4,4,6,75000,,,,,,,,,84757.03,133881,18,7,80000,127180.37,40303.5,2,17,40000,35711.64,96218,5,8,40000,,0,995
41621,saving,M,55,245,15784.01,,83824.33,,33671.5,,17,17,36,,,1,124000,1,,,,48264,,500000,,510374,563016,13,5,500000,165549.88,180922.5,7,7,100000,181551.36,8271,2,12,4794,,25375.27,14612
19454,saving,M,46,523,46697,,1188.6,,516,,9,1,12,,,,200000,,,,,,,,,55512.93,8543,3,1,8500,48310,67585,2,5,42500,48807,79883,4,4,50000,,25891.77,4701
25249,current,M,47,245,42996.87,229,9246.98,,26802.925,,16,12,9,1,,2,338000,,,,,,,,,33235.75,51586,7,3,28655,45728.3,22495,2,2,21383,27159,39843,3,9,21383,,0,300
24676,current,F,33,247,58376.01,,4410.49,,5465,,16,10,18,,,,127000,,,,,,,,,4672.03,,2,0,,82894.05,80127,1,4,80000,11518.8,29680.4,3,5,25000,,0,13435
4986,saving,M,40,524,12535.73,,30790.93,,21851.83,,4,7,3,,,,146000,,,,,,,,,98689.1,123692,7,4,45000,46136.53,35010,2,13,20000,26923.17,23652,3,5,22500,,30745.78,402
20156,current,F,27,683,8651,,16969,,4395,,6,3,4,,,,100000,,,,,,43000,4198,,65662.72,59321,12,3,43000,46137.37,99110,5,7,50096,85285.02,103536,7,18,37000,,0,5462
27786,current,M,26,802,4258.26,6796.54,10821.95,621.26,10293.43,403,7,20,44,27,5,6,30000,,,,,,,,,31466.35,19261,45,3,18005,18544.55,16798,3,10,15549,14501,35685,7,9,15549,,18992.62,5438
22739,current,M,28,683,2868.395,2308,510,,3395.79,,,1,11,3,,1,33000,,,,,,,,,29473,35030,14,4,22905,62469.5,53685,3,5,30000,49431.25,31333,10,15,21105,,0,1357
981,current,M,33,723,16661.5,1266,14933.61,386,17049.37,,20,30,40,5,1,,71000,1,,,,,,,,30331.08,11287,14,4,10000,44892.5,62372,6,9,27500,87034.54,99610,13,8,27200,,25174.54,10482
25896,current,M,34,534,8770.41,,8180.85,,660,,10,7,9,,,1,210000,,,,,,,,,37808.1,26483,6,2,24286,18228.66,34365,2,3,24286,25066.66,37134,3,4,24274,,430.33,307
8092,current,M,40,297,37745.07,,40422.59,,25770,,26,26,34,,,,340000,1,1,,,,,25000,,478533.93,269745,48,9,100000,133124.78,125527,5,19,67514,180885.04,177538,9,28,67877,,6098.5,13133
23499,saving,F,33,233,8474.3,14844.01,8591.08,,2495.67,,8,18,15,3,,,300000,,,,,,,,,131901.14,133493,12,6,61259,34197.95,100957,5,4,48508,147994.79,133380,9,11,42318,,0,3186
46772,current,M,47,683,35447,28530.86,976.92,12288,18365.46,1170,1,2,,19,14,19,250000,,,,,,,,,80541.85,65778.63,34,8,64484,83444.18,212869.59,7,29,212713,105058.1,70913.7,7,33,69925,,2383.67,800
39828,current,M,31,683,23110.76,16025,16714.42,469,7407.84,546,19,25,41,2,1,1,75000,,,,,,,,,66571.76,43250,10,2,35000,34049.2,37303.5,5,8,30000,22458.88,25780,3,5,25000,,0,7102
44347,current,M,31,623,10080.88,,19259.34,362,14942.11,,7,7,5,,1,,36000,,,,,,,,,19343,20086,3,2,14836,11428.88,14945,1,5,14836,18980.34,15137,3,4,14834,,0,355
26919,current,F,41,728,3744,,1007,,4560,,,1,7,,,,87000,,,,,,,,,799.82,,2,0,,1386.93,20073,1,3,20000,4348.18,20329,2,3,20000,,0,11820
18442,current,M,40,683,10136.5,807,9275.8,306,8889.2,,,5,18,6,2,,30000,,,,,,,,,119637.25,165135,21,10,107297,56217.25,10649,2,11,10000,62940.18,64461,7,10,24000,,0,67
20873,current,M,33,534,13912.99,,23878.98,,1625,,,8,23,,,,52000,1,,,,,,,,,,,,,,,,,,,,,,,,1895.61,1296
19353,current,M,64,233,23336.12,,5348.31,,31283.26,,9,9,24,,,,300000,,,,,,,,,,9082,0,1,8935,709008.77,723392,7,11,700000,10029,49973.56,3,1,39821.56,,334.74,18703
2823,current,M,28,805,2826.36,792,8797.38,,5950.87,321.52,7,12,12,2,,1,130000,,,,,,,,,71538.14,76490.5,27,12,23100,17883.76,15221,7,14,4500,62985.66,60926,9,23,36748,,520.15,1638
31725,current,M,31,683,66305,,50929.63,,9390.16,,12,31,24,,,,82000,,,,,,185000,,,216907.53,219558,6,4,99999,248454.88,190600,4,6,65099,16412,11315,6,1,8548,,0,12983
1240,current,M,29,683,6835.4,5308,4750.52,836,12982.4,5374,9,9,27,5,4,13,117000,,,,,,,,,36917.76,66292,18,2,41030,49764.66,46006,3,19,45922,86263.23,67559.5,5,29,41041,,0,3085
28343,saving,F,30,267,37028.46,253,3986.3,411,933,,7,4,3,1,1,1,52000,,,1,,41361.3,,,,12868,16110,16,4,12994,59722.56,59663,2,10,48000,12601.43,22363.62,6,9,12712,,1772.46,15093
15802,current,M,42,723,10959.84,694,5149.59,259,8449,348,20,16,22,2,1,2,100000,1,,,,,,5591,,87766.84,96256,28,8,38406,126885.25,138235,4,16,100000,35840.26,37711,5,18,31900,,1644.59,2990
38627,current,M,28,233,28424,1175,31999,2642,30336.5,9335,2,6,,3,5,8,50000,,,,,,,,,5658.52,49969.38,8,3,24946,39467.64,44706.5,4,12,26500,50218,40093.75,5,10,27362,,0,487
8980,current,M,27,683,2718,,7847,,5884.5,,2,3,2,,,,52000,,,,,,,,,,,,,,,,,,,,,,,,,98.72,948
19410,current,M,32,683,1217,16398.5,9902,11137.1,17714.32,6975,1,8,10,13,18,14,127000,,,,,,585000,,,75677.82,66830,23,2,46819,181977.72,191543.69,4,25,129450.69,660062.71,698459.25,12,34,306000,,0,7979
24683,saving,F,36,283,782.61,,512.22,,386,,,1,2,,,,100000,,,,,,200000,,,4010,4775,1,1,4700,2697,12519,3,1,7000,331.79,4620,2,1,4000,,0,4763
35780,current,M,34,683,2282,2512,4383.69,,3448.345,,12,9,1,2,,,121000,,,,,,,,,60104.35,70037,16,2,40000,31510.35,1444,2,16,1125,59968.68,77287.5,6,14,40000,,0,484
22736,current,M,32,523,26869.21,,11375.16,3984,4416,70,12,10,17,,5,1,54000,,,,,,,,,36503.98,60872,14,4,21943,25585,949,2,12,525,22185.37,54576,6,11,21931,,0,6727
37127,current,M,34,623,1841.67,6161.96,8220.4,,934.63,,2,12,17,9,,,69000,,,,,,,,,81407.25,91334.5,30,11,27000,7813.82,19509,4,5,9617,96622.85,76484,11,12,22852,,2257.43,7459
14327,current,M,37,271,16575.6,,3074.38,765,1404,424,14,4,9,,1,7,30000,,,,,,,,,16672.25,31024,9,4,13375,23856.4,14191,2,10,13203,11565.96,16056,2,11,15791,,4903.38,2500
14295,current,M,34,255,2697.77,14134,1525.54,1243,1584,,,3,11,1,1,,15000,,1,,,,,,,32424,36140.91,5,3,31417,16372.74,1429.74,2,5,1220,25495,69538.29,5,4,32390,,3945.26,1100
42887,current,M,29,324,2254,,4451,867,5427,,4,6,5,,1,,145000,,,,,,,,,13693,17789.59,3,2,16849,6088.47,23238,1,3,23022,39501.8,17685,2,18,17263,,0,269
19266,current,M,36,625,6929.39,922,6441.98,1825,36669,50943,7,10,3,17,5,7,50000,,,,,413540,,,,36706.46,99059,27,5,50000,28006.73,24798.38,2,10,24409,92814.29,26464.93,3,24,25631,,0,3250
40246,current,M,43,683,4356.49,26588.42,1427.47,3399.4,469,1252,5,3,6,12,4,12,52000,,,,,,,,,37498.42,37737,15,4,14900,18090.9,25337,3,12,11000,20092.5,11679,2,20,11425,,18.31,138
25556,current,M,37,366,62834.17,,493,,17706.28,,9,1,14,,,,88000,,,,,,,,,139900.33,99343,6,3,34578,25030,34801,1,1,34578,85787.51,50806,3,3,45000,,5211.48,11176
26842,saving,M,38,536,17332.3,,43963.96,,2494.04,,16,15,13,,,,79000,,,,,,,,,30799.64,38910.5,16,4,29134,69807.17,57193.04,5,18,29134,33346.39,36625,4,15,29134,,272.36,1922
24129,saving,M,43,534,1737.78,,4733.62,,1931,,5,5,8,,,,185000,,,,,,,,,69089.58,85227.88,21,4,44384,35162.02,40676,2,10,40450,50311.5,41624,3,16,40450,,5929.96,3119
3988,current,M,29,683,15244.78,342,2413.63,11365.46,9048.705,1885,6,8,,1,6,15,65000,,,,,,,,,26173.75,40043.46,14,2,26030,55222.1,41510.83,4,13,26030,25764.47,26199,2,20,26030,,0,2473
31059,current,M,30,534,30489.5,306,27686,31004,365,,7,7,10,3,6,,180000,,,,,,,,,52127.23,53535,14,4,24434,81456.75,80049,7,18,26000,62224.25,84335,5,18,40000,,2796.22,3356
1742,current,M,42,283,16770.32,,22746.56,812,3204,,13,12,11,,2,,30000,,1,,,,,,,67799.38,68093.19,15,5,34426,98206.08,99720.25,7,30,45000,50221.16,48630.56,6,12,35415,,1991.37,8223
9567,current,M,30,233,11555,1842,3968,2552,4035,745,7,4,6,3,3,4,71000,,,,,,,,,80264.01,64458,25,4,38477,50778.76,69623,7,22,35535,68161.39,65003,8,26,40048,,3778.68,17182
8397,current,M,30,623,12728.88,,7760.85,,2984.95,,12,9,21,,,,42000,,,,,,,,,37402.97,34319,7,4,16157,48498.13,90560,6,8,50000,63674.08,74932,11,11,17170,,5284.68,5617
34143,saving,M,34,823,23798.01,,2614,,13384.005,,24,3,2,,,,175000,,,,,,,,,21240.02,21180,3,2,11000,7167.62,5325.91,2,4,5000,8979.34,2833.79,3,3,2400,,4342.33,1112
25582,current,M,36,723,5971,1184.11,900,2835.17,2607,764,5,1,14,2,8,3,200000,,,,,,,500718,,61220.93,48728,20,4,37000,109364.72,61975,6,39,40400,57107.99,86958,9,23,41800,,0,1054
8658,current,M,31,725,1428,,7112,1704,5033.5,3808,1,2,1,,11,12,42000,,,,,,,,,36278.28,53408,12,4,25208,21609,23260,1,19,22984,35849,22518,4,24,22184,,0,7189
22327,current,M,40,245,3217.32,407,18043.25,1657,586.75,,18,15,11,1,13,,97000,1,,1,,,,,,54417,50571,20,3,38752,36906.75,29037,2,26,23082,74562,98639,6,16,36748,,7034.35,9252
34074,current,M,37,384,6994.83,435,1962.39,8025.26,4796.11,583,3,4,2,1,17,8,30000,,,,,,,,,32844.25,36780,18,4,12937,56150.59,73616.5,9,37,25000,46185,63672.88,6,16,40000,,0,4145
42653,current,M,28,683,28988.96,8292.8,8171,17779.51,3683,,20,1,38,11,20,16,40000,,,,,,,,0,27896.66,39195.37,24,3,31159,121917.25,123736.21,10,42,60000,42470.76,32884.75,6,29,27519,,5413.37,32371
33910,current,F,32,524,78032.76,,40498.45,24871.48,3594,1555,14,17,8,,12,3,141000,,,,,,,,,48898.81,125295,6,5,30000,102821.48,138536,6,19,59400,139963.29,32185,5,11,20000,,386.3,5344
45941,current,M,31,755,2919,,7395,,2858,,1,2,5,,,,42000,,,,,,,,,39574.95,38380,15,4,31815,21162.66,21604.36,5,9,15408,25695.36,23778.79,5,7,15473,,0,2762
36927,current,M,36,623,11476.24,3018,16593.84,4364,28001.78,47769.21,21,23,34,2,2,17,75000,,,,,,,,,28157,30467,8,1,30383,39337,33039,2,7,30383,85909.98,85746,6,23,30000,,4352.78,4883
34984,current,M,30,834,3498.9,2174,2390.49,394,19503.4,912,6,5,10,1,1,1,90000,,,,,,,,,56814.02,37427,8,3,32330,5436.29,32556,1,6,32330,25715.59,32842,2,5,32330,,0,368
15287,current,M,33,683,14200.57,,31051,,2381,,6,11,10,,,1,75000,,,,,,,,,38200.14,39238,16,1,39112,50335.05,38794,1,13,38772,45167.63,38979,2,11,38613,,6965.44,707
1268,current,F,47,805,10105,,341.5,,794,,12,1,3,,,2,150000,,,,,,10000,,,24574.74,24850,13,3,15000,7692,13776,2,6,7593,25275.35,22240.37,3,13,20000,,0,2811
43286,current,M,32,523,4473.86,1625.67,8804.6,399,7238.23,758,6,9,15,1,1,2,58000,,,,,,,,,24082.08,22236,6,1,21953,8680.45,32474,1,7,32315,48465.65,23012,2,15,22941,,100.42,1467
17329,saving,M,35,653,35528.07,4084,4715.04,,64893.1,,,11,13,4,,,100000,,,,,7209375,,,,104682.98,56449.42,25,7,20056,31146.5,45834.31,2,8,25746.31,41572.94,40401,4,12,20056,,0,3984
25629,current,M,38,426,15245.76,,16784.22,,6411,,19,17,26,,,,68000,,,,,7636.41,,,,25440,31220,10,3,25567,21141.98,28134,2,12,25567,31324.98,45924.64,4,6,25567,,0,908
7228,current,M,32,534,1428.96,,6249,,2196,,3,20,26,,,,40000,,,,,,,,,91251.19,26204,20,2,25437,15780.25,29214,1,9,28956,36006.58,28352,3,11,27577,,0,1912
36102,current,M,45,534,2008.92,1112,225,1186,1832.46,602,9,1,3,7,2,4,30000,,,,,,,,,26913.25,26875,14,2,13506,1199.15,6282,1,3,6000,12079,7037.5,3,7,6941,,0,155
38667,saving,F,29,526,3688,,3394,3408,7684.01,2604,1,1,9,,3,3,30000,,,,,,201663,731,,50428.51,27924.51,19,3,26360,25967.77,22979.5,2,15,22746,47219.86,48241,3,18,25000,,0,13410
39348,current,M,32,324,745.52,1216,13524.665,985,25511.81,9112.92,1,,12,1,1,4,35000,,,,,,,,,38250.1,63831,11,1,63611,48661.94,52235,2,15,39571,71948.09,47189.03,7,27,39454,,0,10151
7343,current,M,52,823,2646,,7835,,5651,,1,8,3,,,,30000,,,,,,,,,25020.87,25060,8,1,24870,,378.91,1,0,82.91,24238.21,24510.79,3,13,24037,,542.13,1035
22396,current,M,57,874,10488,,30530,,13897.72,,7,5,13,,,,474000,,,,,,7054.78,,,21872.56,20073,1,1,20000,9341.64,,0,1,,38813.15,50444,4,5,20000,,0,6925
10297,current,F,40,534,28955.25,,53877.3,,2259.2,,,1,4,,,,141000,,,,,,,,,,,,,,,,,,,,282,1,0,165,,1415.05,4481
25311,current,F,33,523,2481,,3060,,2041,,2,,4,,,,10000,,,,,,,,,15358.25,15293,3,1,15000,3120,,0,2,,23020.25,49280,3,4,43000,,8039.72,3695
27074,current,F,30,245,7576,92,8933,789,6280,,8,6,10,1,1,6,39000,,,,,,,,,16483.95,16529,9,2,15933,17828.72,25742,3,6,20356,48476.44,82610,7,18,40000,,0,4536
8968,current,M,32,534,7190.67,4866,1473.92,6069,2205,4164,6,4,7,7,19,24,51000,,,,,,,,,17480.88,17800.88,15,3,17480,24051.11,24068.11,6,34,23813,26050.5,26540,8,32,23137,,0,3791
45061,current,M,34,623,34543.81,330,71741.5,293.86,53477.655,,16,7,6,1,1,,68000,,,,,,,,,249016.84,252774,22,7,100000,321534.55,322165.61,28,26,92810,239115.96,239077,37,29,50000,,852.35,1003
21490,current,M,42,324,91474,,3018,,3493.5,,5,2,5,,,1,300000,,,,1,,,,,60976,114901,10,4,44900,40997,7742,1,8,7600,67938.82,51906,3,10,44800,,9104.72,1368
25504,current,M,39,754,29598.92,,5709.25,,673.2,,20,20,15,,,,115000,,,,,,,,,44201.2,62239,10,4,26986,67023.63,31760,3,16,25230,41671.61,37127,5,16,25168,,0,3829
37510,saving,F,29,523,1373,2289,7769.6,3427,3729.19,,1,1,3,1,2,1,197000,,,,,84452225,,,,108056.15,37711.41,5,4,34669.46,6372.47,32235.12,2,5,30192.12,103690.92,99049.57,10,10,34827.62,,426.33,486
27436,current,F,39,723,3083,,21056.9,439.65,987,,4,3,9,,1,,100000,,,,,,,,,270462,272291,8,6,150000,95695.65,188086,2,6,120000,84546.75,53599,4,4,25000,,0,2582
20204,current,M,31,487,4156,,13168,,4770,,3,6,12,,,,70000,,,,,,,,,85563.88,449324,12,5,295387,76082.72,19574,3,15,9071,149669.86,33669.44,4,11,22425,,0,709
5327,current,M,34,344,19578.95,6402,28791.69,2605,9001.04,2028,19,14,17,4,2,1,195000,,,,,,,,,56794.02,68582,18,4,51038,55428.75,68141,4,12,52900,116242.63,130318,9,15,52900,,355150.31,3389
25733,current,M,44,523,6847,,3967.41,,5816.205,,6,5,3,,,,150000,,,,,,,,,61586.25,79878,7,3,35296,22966.41,35364,1,6,35255,47403,36283,3,11,35190,,1180.97,959
12986,current,M,44,244,19509,,42259.55,,33289.18,2582,8,22,25,,,2,200000,,,,1,,,,,201520.35,287414,9,4,119924,220522,228712,2,12,116678,277038.7,161999.79,8,13,116677,,82904.08,3103
26865,saving,M,30,566,4711.69,,15688.53,,3812,,15,27,21,,,,65000,,,,,,,,,39513.69,14379,12,1,14200,12588.88,14492,1,4,14200,39188.02,95044,5,8,65000,,2015.18,7628
9077,current,M,47,623,34042.03,,33949.98,,185,,31,34,5,,,,200000,,,,,,,,,30032.33,80133,2,1,80000,48577.67,,0,3,,89752.94,85784.22,7,13,49000,,0,599
34418,saving,M,41,683,12230.08,1100,4202.69,,8525.385,619,9,6,1,1,,5,397000,,,,,,,,,145326.24,189492,19,4,91000,162652.63,187665,2,13,93800,289119.13,268277,7,20,200000,,9539.64,51000
35877,current,M,28,374,14648.5,,4900.04,,2764,,11,13,19,,,,50000,,,,,,40000,,,23002.18,,6,0,,13838.96,39727,2,2,35484,55037.1,40445,3,10,39560,,1325.2,5057
